,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,label
4372,7.1,0.23,0.23,3.5,0.038,23,112,0.9915700000000001,3.05,0.37,11.3666666666667,6,1
611,7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6,1
3929,6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9.0,5,1
2876,6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,5,1
2402,8.0,0.26,0.28,8.2,0.038,72,202,0.99566,3.12,0.56,10.0,6,1
2774,7.0,0.36,0.32,10.05,0.045,37,131,0.9935200000000001,3.09,0.33,11.7,8,1
2853,5.3,0.16,0.39,1.0,0.027999999999999997,40,101,0.99156,3.57,0.59,10.6,6,1
2889,8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13.0,6,1
4078,5.8,0.23,0.21,1.5,0.044000000000000004,21,110,0.9913799999999999,3.3,0.57,11.0,6,1
1817,7.2,0.5,0.0,0.8,0.034,46,114,0.9932,3.19,0.34,9.2,4,1
2001,6.7,0.31,0.08,1.3,0.038,58,147,0.9922,3.18,0.46,10.0,5,1
3646,7.2,0.33,0.22,4.5,0.031,10,73,0.9907600000000001,2.97,0.52,12.2,7,1
218,5.7,0.28,0.24,17.5,0.044000000000000004,60,167,0.9989,3.31,0.44,9.4,5,1
1093,8.4,0.17,0.31,6.7,0.038,29,132,0.9945,3.1,0.32,10.6,7,1
3813,7.0,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,1
486,6.0,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6,1
501,6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6,1
692,6.0,0.36,0.16,6.3,0.036000000000000004,36,191,0.9942,3.17,0.62,9.8,5,1
133,6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,5,1
320,6.0,0.1,0.24,1.1,0.040999999999999995,15,65,0.9927,3.61,0.61,10.3,7,1
125,6.7,0.19,0.36,1.1,0.026000000000000002,63,143,0.9912,3.27,0.48,11.0,6,1
3118,5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9,7,1
4143,6.1,0.25,0.28,10.0,0.055,56,131,0.9940000000000001,3.22,0.35,10.9,6,1
3026,8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,6,1
3327,5.8,0.17,0.36,1.3,0.036000000000000004,11,70,0.9920200000000001,3.43,0.68,10.4,7,1
2293,7.3,0.4,0.28,6.5,0.037000000000000005,26,97,0.9914799999999999,3.16,0.58,12.6,7,1
681,6.8,0.34,0.69,1.3,0.057999999999999996,12,171,0.9931,3.06,0.47,9.7,5,1
4627,6.1,0.19,0.37,2.6,0.040999999999999995,24,99,0.9915299999999999,3.18,0.5,10.9,6,1
905,8.4,0.19,0.42,1.6,0.047,9,101,0.9940000000000001,3.06,0.65,11.1,4,1
3453,5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,6,1
2630,5.9,0.445,0.26,1.4,0.027000000000000003,23,109,0.9914799999999999,3.3,0.36,10.5,6,1
3689,7.0,0.22,0.26,9.2,0.027000000000000003,37,122,0.9922799999999999,3.06,0.34,12.5,8,1
1454,8.3,0.21,0.49,19.8,0.054000000000000006,50,231,1.0012,2.99,0.54,9.2,5,1
200,6.8,0.27,0.26,16.1,0.049,55,196,0.9984,3.15,0.5,9.3,5,1
1963,7.4,0.32,0.55,16.6,0.055999999999999994,53,238,1.0017,2.96,0.58,8.7,6,1
231,8.3,0.28,0.4,7.8,0.040999999999999995,38,194,0.9976,3.34,0.51,9.6,6,1
1420,9.2,0.28,0.49,11.8,0.042,29,137,0.998,3.1,0.34,10.1,4,1
1757,6.9,0.29,0.23,8.6,0.055999999999999994,56,215,0.9967,3.17,0.44,8.8,5,1
1730,9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4,6,1
1464,8.0,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,8,1
2234,7.2,0.23,0.38,6.1,0.067,20,90,0.9949600000000001,3.17,0.79,9.7,5,1
3295,6.6,0.28,0.41,7.0,0.046,59,194,0.9955799999999999,3.14,0.48,9.4,5,1
1019,8.3,0.14,0.26,1.5,0.049,56,189,0.9946,3.21,0.62,9.5,6,1
1816,6.7,0.27,0.3,13.9,0.028999999999999998,34,131,0.9953,3.36,0.5,12.0,7,1
974,7.1,0.13,0.38,1.8,0.046,14,114,0.9925,3.32,0.9,11.7,6,1
89,7.1,0.44,0.62,11.8,0.044000000000000004,52,152,0.9975,3.12,0.46,8.7,6,1
3688,7.1,0.21,0.35,2.5,0.04,41,186,0.9912799999999999,3.32,0.56,12.5,6,1
2481,6.4,0.37,0.37,4.85,0.040999999999999995,39,216,0.9943200000000001,3.1,0.5,9.8,6,1
4888,6.8,0.22,0.36,1.2,0.052000000000000005,38,127,0.9933,3.04,0.54,9.2,5,1
3413,6.7,0.21,0.48,14.8,0.05,31,195,0.9994200000000001,2.95,0.75,8.8,6,1
3544,6.0,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11.0,6,1
347,6.7,0.19,0.41,15.6,0.055999999999999994,75,155,0.9995,3.2,0.44,8.8,6,1
52,6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7,1
1631,8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6,1
1431,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,1
2112,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5,1
2181,7.4,0.29,0.25,3.8,0.044000000000000004,30,114,0.992,3.11,0.4,11.0,6,1
4292,6.9,0.22,0.32,5.8,0.040999999999999995,20,119,0.9929600000000001,3.17,0.55,11.2,6,1
283,6.7,0.34,0.3,15.6,0.054000000000000006,51,196,0.9982,3.19,0.49,9.3,5,1
3078,7.1,0.28,0.35,3.5,0.027999999999999997,35,91,0.9902200000000001,2.96,0.33,12.1,5,1
1758,9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,5,1
389,7.0,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,1
2815,6.6,0.36,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11.0,5,1
3676,5.3,0.3,0.3,1.2,0.028999999999999998,25,93,0.9874200000000001,3.31,0.4,13.6,7,1
2523,8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,5,1
3127,7.6,0.3,0.38,2.1,0.043,10,98,0.9929600000000001,3.17,0.65,11.0,5,1
3629,6.4,0.36,0.2,5.7,0.11800000000000001,61,172,0.9946,3.24,0.43,9.5,6,1
3017,5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12.0,6,1
469,7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,5,1
3241,5.8,0.3,0.42,1.1,0.036000000000000004,19,113,0.9887100000000001,3.1,0.46,12.6,7,1
3937,6.5,0.36,0.36,6.7,0.185,51,151,0.9952799999999999,3.17,0.42,9.3,5,1
1295,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6,1
3509,6.4,0.26,0.25,10.7,0.046,66,179,0.9960600000000001,3.17,0.55,9.9,6,1
2868,6.2,0.23,0.23,1.2,0.018000000000000002,18,128,0.9917799999999999,3.05,0.28,10.6,5,1
628,7.0,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,1
4679,4.7,0.335,0.14,1.3,0.036000000000000004,69,168,0.9921200000000001,3.47,0.46,10.5,5,1
3568,7.8,0.15,0.34,1.1,0.035,31,93,0.9909600000000001,3.07,0.72,11.3,7,1
99,6.0,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6,1
2486,6.7,0.24,0.32,10.3,0.079,37,122,0.9966200000000001,3.02,0.45,8.8,5,1
1325,7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,7,1
1661,6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,6,1
247,5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,7,1
3185,6.5,0.21,0.4,7.3,0.040999999999999995,49,115,0.9926799999999999,3.21,0.43,11.0,6,1
269,5.4,0.59,0.07,7.0,0.045,36,147,0.9944,3.34,0.57,9.7,6,1
917,7.7,0.3,0.32,1.6,0.037000000000000005,23,124,0.9919,2.93,0.33,11.0,6,1
3940,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5,1
4255,6.0,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5,1
981,7.7,0.28,0.33,6.7,0.037000000000000005,32,155,0.9951,3.39,0.62,10.7,7,1
2433,7.4,0.35,0.2,13.9,0.054000000000000006,63,229,0.9988799999999999,3.11,0.5,8.9,6,1
314,5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10.0,5,1
684,8.1,0.46,0.31,1.7,0.052000000000000005,50,183,0.9923,3.03,0.42,11.2,5,1
4593,6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11.0,6,1
2060,6.8,0.28,0.44,11.5,0.04,58,223,0.9969,3.22,0.56,9.5,5,1
4198,7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,5,1
3411,6.0,0.14,0.17,5.6,0.036000000000000004,37,127,0.9937299999999999,3.05,0.57,9.8,6,1
2161,6.8,0.37,0.28,4.0,0.03,29,79,0.99,3.23,0.46,12.4,7,1
2712,6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,5,1
3346,6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6,6,1
3608,7.0,0.16,0.25,14.3,0.044000000000000004,27,149,0.998,2.91,0.46,9.2,6,1
312,7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10.0,6,1
1954,8.0,0.25,0.13,17.2,0.036000000000000004,49,219,0.9996,2.96,0.46,9.7,5,1
3380,6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7,1
4651,5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,7,1
4612,5.8,0.34,0.21,7.2,0.040999999999999995,48,146,0.99441,3.16,0.49,9.8,5,1
2018,7.0,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6,7,1
2516,7.1,0.32,0.29,4.0,0.038,33,170,0.9946299999999999,3.27,0.64,10.2,6,1
1732,6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,5,1
4017,5.9,0.23,0.24,1.6,0.037000000000000005,32,115,0.9907600000000001,3.21,0.51,11.4,6,1
212,7.0,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5,1
391,6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5,1
1566,7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,5,1
2497,6.8,0.21,0.36,18.1,0.046,32,133,1.0,3.27,0.48,8.8,5,1
1422,5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,5,1
4207,6.1,0.25,0.3,1.2,0.036000000000000004,42,107,0.991,3.34,0.56,10.8,7,1
4438,6.1,0.21,0.19,1.4,0.046,51,131,0.9918399999999999,3.22,0.39,10.5,5,1
2948,6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6,1
2538,5.9,0.28,0.14,8.6,0.032,30,142,0.9954200000000001,3.28,0.44,9.5,6,1
1343,6.6,0.25,0.31,12.4,0.059000000000000004,52,181,0.9984,3.51,0.47,9.8,6,1
1098,6.5,0.29,0.25,10.6,0.039,32,120,0.9962,3.31,0.34,10.1,6,1
2076,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5,1
2430,6.4,0.28,0.17,8.3,0.042,61,195,0.99577,3.22,0.46,9.4,5,1
456,6.3,0.23,0.31,1.5,0.022000000000000002,11,82,0.9892,3.3,0.4,12.9,7,1
3761,6.1,0.17,0.28,2.5,0.027999999999999997,22,98,0.99072,3.16,0.37,11.1,7,1
4796,6.4,0.105,0.29,1.1,0.035,44,140,0.9914200000000001,3.17,0.55,10.7,7,1
1334,9.0,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,6,1
2482,6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6,1
933,5.9,0.29,0.33,7.4,0.037000000000000005,58,205,0.99495,3.26,0.41,9.6,5,1
1606,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6,1
3375,7.8,0.22,0.26,9.0,0.047,38,132,0.997,3.25,0.53,10.2,6,1
3432,7.8,0.29,0.29,3.15,0.044000000000000004,41,117,0.9915299999999999,3.24,0.35,11.5,5,1
2955,7.4,0.35,0.24,6.0,0.042,28,123,0.9930399999999999,3.14,0.44,11.3,5,1
4427,6.3,0.32,0.26,12.3,0.044000000000000004,24,205,0.99611,3.11,0.58,9.9,5,1
2676,7.6,0.1,0.33,1.0,0.031,33,93,0.9909399999999999,3.06,0.68,11.2,6,1
2328,6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,5,1
746,7.0,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6,1
2343,6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5,5,1
4065,6.6,0.5,0.26,11.3,0.028999999999999998,32,110,0.9930200000000001,3.27,0.78,12.9,8,1
658,6.6,0.27,0.25,3.1,0.052000000000000005,41,188,0.9915,3.24,0.4,11.3,5,1
1794,6.6,0.37,0.24,2.0,0.064,23,120,0.9946,3.32,0.54,9.4,5,1
3243,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7,1
2274,7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,7,1
962,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9.0,6,1
648,6.0,0.32,0.12,5.9,0.040999999999999995,34,190,0.9944,3.16,0.72,10.0,5,1
1011,7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,7,1
2205,7.7,0.39,0.34,10.0,0.055999999999999994,35,178,0.9974,3.26,0.6,10.2,5,1
2304,7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6,1
3268,7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,6,1
988,6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5,1
3084,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,1
1368,7.3,0.22,0.41,15.4,0.05,55,191,1.0,3.32,0.59,8.9,6,1
970,5.1,0.42,0.01,1.5,0.017,25,102,0.9894,3.38,0.36,12.3,7,1
1545,7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6,1
2320,8.0,0.2,0.3,8.1,0.037000000000000005,42,130,0.99379,3.1,0.67,11.8,6,1
532,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9.0,6,1
478,7.1,0.55,0.13,1.7,0.073,21,165,0.9940000000000001,2.97,0.58,9.2,6,1
2827,6.4,0.14,0.31,1.2,0.034,53,138,0.9908399999999999,3.38,0.35,11.5,7,1
2425,7.2,0.24,0.29,3.0,0.036000000000000004,17,117,0.99411,3.36,0.68,10.1,6,1
2664,6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5,7,1
4789,5.5,0.62,0.33,1.7,0.037000000000000005,24,118,0.9875799999999999,3.15,0.39,13.55,6,1
1748,8.0,0.27,0.24,1.2,0.044000000000000004,20,102,0.9929,3.28,0.42,10.9,5,1
1182,7.4,0.22,0.33,2.0,0.045,31,101,0.9931,3.42,0.55,11.4,5,1
647,7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9.0,6,1
3705,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,1
141,7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5,1
2208,7.1,0.26,0.3,2.0,0.031,13,128,0.9917,3.19,0.49,11.4,5,1
1543,7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,6,1
4088,7.3,0.25,0.27,3.8,0.047,16,79,0.9917299999999999,3.07,0.46,11.3,6,1
1836,7.0,0.19,0.23,5.7,0.12300000000000001,27,104,0.9954,3.04,0.54,9.4,6,1
1116,5.9,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5,1
3764,5.4,0.46,0.15,2.1,0.026000000000000002,29,130,0.9895299999999999,3.39,0.77,13.4,8,1
155,7.4,0.24,0.42,14.0,0.066,48,198,0.9979,2.89,0.42,8.9,6,1
762,6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3.0,0.56,8.7,5,1
149,6.9,0.25,0.3,4.1,0.054000000000000006,23,116,0.9940000000000001,2.99,0.38,9.4,6,1
2040,6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,6,1
1263,9.6,0.29,0.46,1.45,0.039,77,223,0.9944,2.92,0.46,9.5,6,1
3500,6.0,0.28,0.27,15.5,0.036000000000000004,31,134,0.99408,3.19,0.44,13.0,7,1
645,6.3,0.26,0.25,7.8,0.057999999999999996,44,166,0.9961,3.24,0.41,9.0,5,1
790,7.7,0.34,0.28,11.0,0.04,31,117,0.99815,3.27,0.29,9.2,6,1
4073,6.5,0.36,0.16,1.3,0.054000000000000006,11,107,0.99398,3.19,0.39,8.5,5,1
4258,5.8,0.3,0.23,1.5,0.034,37,121,0.9887100000000001,2.96,0.34,12.1,6,1
683,6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4,5,1
3771,6.1,0.27,0.28,9.8,0.042,61,125,0.9953200000000001,3.14,0.42,10.2,6,1
2011,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10.0,5,1
3329,6.7,0.21,0.34,1.4,0.049,36,112,0.9909100000000001,3.02,0.5,11.0,6,1
3330,6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,6,1
2672,7.0,0.15,0.3,13.3,0.049,46,120,0.9970399999999999,3.2,0.36,9.5,7,1
4331,7.4,0.38,0.34,8.3,0.052000000000000005,44,168,0.9962700000000001,3.11,0.52,9.2,5,1
2335,8.3,0.27,0.34,10.2,0.048,50,118,0.99716,3.18,0.51,10.3,5,1
2533,6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,5,1
345,7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6,1
2541,9.0,0.26,0.34,6.7,0.028999999999999998,21,162,0.99497,3.08,0.5,10.6,6,1
2724,7.5,0.18,0.31,6.5,0.028999999999999998,53,160,0.9927600000000001,3.03,0.38,10.9,6,1
2339,7.0,0.23,0.26,7.2,0.040999999999999995,21,90,0.9950899999999999,3.22,0.55,9.5,6,1
568,6.1,0.26,0.51,2.2,0.05,61,154,0.9929,3.08,0.6,9.8,6,1
627,7.0,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,1
1486,6.2,0.15,0.49,0.9,0.033,17,51,0.9932,3.3,0.7,9.4,6,1
1291,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6,1
1251,5.7,0.245,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3,5,1
222,6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,1
2848,6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10.0,5,1
1105,5.5,0.32,0.45,4.9,0.027999999999999997,25,191,0.9922,3.51,0.49,11.5,7,1
2873,5.8,0.21,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4,8,1
4519,5.8,0.13,0.22,12.7,0.057999999999999996,24,183,0.9956,3.32,0.42,11.7,6,1
1318,6.4,0.15,0.31,1.1,0.044000000000000004,25,96,0.9932,3.54,0.51,10.3,6,1
4579,6.0,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,6,1
1672,6.6,0.26,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,5,1
2885,6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6,1
333,6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,5,1
4625,8.3,0.49,0.23,6.65,0.034,6,158,0.99344,3.05,0.48,11.2,5,1
3782,7.6,0.27,0.3,9.2,0.018000000000000002,23,96,0.9938,3.08,0.29,11.0,6,1
1811,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5,1
3740,7.0,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9.0,7,1
1520,8.3,0.2,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1,6,1
2359,6.0,0.495,0.27,5.0,0.157,17,129,0.9939600000000001,3.03,0.36,9.3,5,1
3946,6.0,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,6,1
4199,8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6,1
2017,9.0,0.55,0.3,8.1,0.026000000000000002,14,71,0.993,2.94,0.36,11.8,5,1
986,7.4,0.28,0.3,5.3,0.054000000000000006,44,161,0.9941,3.12,0.48,10.3,6,1
4705,5.7,0.27,0.16,9.0,0.053,32,111,0.99474,3.36,0.37,10.4,6,1
1826,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9.0,5,1
3833,7.0,0.15,0.29,16.4,0.057999999999999996,45,110,0.9978,3.15,0.37,9.7,6,1
3022,8.0,0.74,0.21,4.0,0.05,24,133,0.99418,3.06,0.38,9.7,5,1
502,6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,6,1
3650,6.9,0.19,0.6,4.0,0.037000000000000005,6,122,0.99255,2.92,0.59,10.4,4,1
3397,6.3,0.19,0.29,5.5,0.042,44,189,0.9930399999999999,3.19,0.47,10.3,6,1
1953,8.1,0.24,0.38,4.3,0.044000000000000004,49,172,0.996,3.37,0.74,10.8,6,1
2045,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5,1
2691,6.2,0.28,0.27,10.3,0.03,26,108,0.9938799999999999,3.2,0.36,10.7,6,1
3402,7.7,0.46,0.18,3.3,0.054000000000000006,18,143,0.99392,3.12,0.51,10.8,6,1
4027,6.4,0.26,0.26,1.1,0.052000000000000005,22,176,0.9930399999999999,3.09,0.54,9.3,5,1
3895,7.0,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,6,1
4232,6.6,0.39,0.28,9.2,0.036000000000000004,10,92,0.99206,3.07,0.35,12.1,6,1
3061,6.2,0.25,0.54,7.0,0.046,58,176,0.99454,3.19,0.7,10.4,5,1
1137,6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,8,1
84,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5,1
338,5.9,0.26,0.4,1.3,0.047,12,139,0.9945,3.45,0.53,10.4,5,1
3497,7.7,0.43,1.0,19.95,0.032,42,164,0.9974200000000001,3.29,0.5,12.0,6,1
2966,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9.0,6,1
883,7.4,0.26,0.43,6.0,0.022000000000000002,22,125,0.9928,3.13,0.55,11.5,6,1
1666,7.8,0.445,0.56,1.0,0.04,8,84,0.9938,3.25,0.43,10.8,5,1
364,6.8,0.16,0.4,2.3,0.037000000000000005,18,102,0.9923,3.49,0.42,11.4,7,1
510,6.7,0.27,0.12,1.3,0.040999999999999995,62,138,0.9921,3.21,0.42,10.0,6,1
1519,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5,1
2807,7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,5,1
525,5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6,1
2888,8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,4,1
3961,7.6,0.39,0.46,11.7,0.084,55,170,0.9977299999999999,2.91,0.51,9.0,5,1
1101,6.3,0.17,0.42,2.8,0.027999999999999997,45,107,0.9908,3.27,0.43,11.8,6,1
186,6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,6,1
3151,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,1
4293,7.2,0.21,0.36,15.7,0.045,68,183,0.9992200000000001,3.25,0.76,9.4,5,1
4090,6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,6,1
1952,8.1,0.31,0.36,8.2,0.027999999999999997,29,142,0.9925,3.01,0.34,13.0,7,1
2503,8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,4,1
871,7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,5,1
1973,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5,1
1962,8.2,0.21,0.48,1.4,0.040999999999999995,11,99,0.9958,3.17,0.57,9.9,5,1
1213,5.0,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,1
3905,6.5,0.33,0.3,3.8,0.036000000000000004,34,88,0.9902799999999999,3.25,0.63,12.5,7,1
2922,6.5,0.44,0.47,5.45,0.013999999999999999,44,137,0.9898399999999999,3.13,0.32,13.0,8,1
4788,6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5,1
1473,7.0,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,6,1
2613,6.6,0.36,0.52,10.1,0.05,29,140,0.9962799999999999,3.07,0.4,9.4,5,1
4488,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13.0,6,1
740,6.9,0.39,0.4,4.6,0.022000000000000002,5,19,0.9915,3.31,0.37,12.6,3,1
4748,6.1,0.34,0.24,18.35,0.05,33,184,0.9994299999999999,3.12,0.61,9.3,5,1
3454,5.8,0.54,0.0,1.4,0.033,40,107,0.98918,3.26,0.35,12.4,5,1
3884,6.0,0.28,0.24,17.8,0.047,42,111,0.9989600000000001,3.1,0.45,8.9,6,1
2346,7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8,4,1
1260,6.4,0.23,0.3,7.1,0.037000000000000005,63,236,0.9952,3.06,0.34,9.2,6,1
3197,7.9,0.34,0.44,6.5,0.027000000000000003,47,126,0.99124,2.96,0.37,12.5,6,1
3603,7.0,0.32,0.27,7.1,0.027000000000000003,37,122,0.99165,3.15,0.6,12.6,7,1
2788,6.9,0.4,0.42,6.2,0.066,41,176,0.9955200000000001,3.12,0.54,9.4,5,1
4465,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,1
1338,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10.0,5,1
4820,5.8,0.36,0.5,1.0,0.127,63,178,0.9921200000000001,3.1,0.45,9.7,5,1
